Query.Mass,Name,Formula,Exact.Mass,PubChem.CID,KEGG.ID
253.2167093,7-palmitoleic acid,C16H30O2,254.224571,,
253.2167093,delta-hexadecalactone,C16H30O2,254.224581,110976,
253.2167093,16-Hexadecanolide,C16H30O2,254.224581,7984,
253.2167093,15R-Hexadecanolide,C16H30O2,254.224581,10978020,
253.2167093,Vittatalactone,C16H30O2,254.224581,56936045,
253.2167093,Citronellyl hexanoate,C16H30O2,254.22458,114416,
253.2167093,(Z)-7-Dodecenyl butyrate,C16H30O2,254.224581,56935985,
253.2167093,dodecyl 2E-butenoate,C16H30O2,254.224581,5462914,
253.2167093,ethyl 9E-tetradecenoate;ethyl 9Z-tetradecenoate,C16H30O2,254.224581,13574829;12054546,;
253.2167093,ethyl 7E-tetradecenoate,C16H30O2,254.224581,13940635,
253.2167093,9E-Tetradecenyl acetate;9Z-Tetradecenyl acetate,C16H30O2,254.224581,5363249;5364714,;
253.2167093,8E-Tetradecenyl acetate;8Z-Tetradecenyl acetate,C16H30O2,254.224581,5352893;5363518,;
253.2167093,7E-Tetradecenyl acetate;7Z-Tetradecenyl acetate,C16H30O2,254.224581,5363528;5363386,;
253.2167093,6E-Tetradecenyl acetate;6Z-Tetradecenyl acetate,C16H30O2,254.224581,5363539;5363540,;
253.2167093,5E-Tetradecenyl acetate;5Z-Tetradecenyl acetate,C16H30O2,254.224581,5352889;5363545,;
253.2167093,3E-Tetradecenyl acetate;3Z-Tetradecenyl acetate,C16H30O2,254.224581,5363402;5363403,;
253.2167093,12E-Tetradecenyl acetate;12Z-Tetradecenyl acetate,C16H30O2,254.224581,5365773;5367713,;
253.2167093,11E-Tetradecenyl acetate;11Z-Tetradecenyl acetate,C16H30O2,254.224581,5367650;5367692,;
253.2167093,10E-Tetradecenyl acetate;10Z-Tetradecenyl acetate,C16H30O2,254.224581,5352880;5363221,;
253.2167093,16:1(4),C16H30O2,254.224581,24949578,
253.2167093,15:1(4)(13Me),C16H30O2,254.224581,52921848,
253.2167093,16:1(5Z),C16H30O2,254.224581,13105360,
253.2167093,Sapienic acid,C16H30O2,254.224581,5312419,
253.2167093,3E-hexadecenoic acid,C16H30O2,254.224581,5312418,
253.2167093,13-hexadecenoic acid;13Z-hexadecenoic acid,C16H30O2,254.224581,5312415;5312416,;
253.2167093,Lycopodic acid;cis-Palmitvaccenic acid,C16H30O2,254.224581,5312413;5312414,;
253.2167093,cis-10-palmitoleic acid;10-hexadecenoic acid,C16H30O2,254.224581,5282746;5312412,;
253.2167093,cis-9-palmitoleic acid;trans-9-palmitoleic acid,C16H30O2,254.224581,445638;5282745,C08362;
253.2167093,7Z-palmitoleic acid;Hypogeic acid,C16H30O2,254.22458,5318393;6365142,;
253.2167093,Gaidic acid;2Z-hexadecenoic acid,C16H30O2,254.224581,5282743;5312417,;
253.2167093,6-isopentyl-9-methyl-5-decenoic acid,C16H30O2,254.224581,5282681,
253.2167093,2-hexyl-2-decenoic acid,C16H30O2,254.224581,5282680,
253.2167093,14-methyl-4-pentadecenoic acid,C16H30O2,254.224581,52921724,
253.2167093,"2,4-dimethyl-2E-tetradecenoic acid",C16H30O2,254.224581,5282672,
255.0887144,Eltoprazine hydrochloride,C12H17ClN2O2,256.0978555,,
255.0887144,1-Nitroso-1-phenyl-3-(pyridin-3-ylmethyl)urea,C13H12N4O2,256.0960256,,
255.0887144,NSC628967,C12H16O6,256.0946882,,
255.0887144,"2-Furanacetic acid, 2,5-dihydro-3-hydroxy-5-oxo-4-(1-oxohexyl)-, (S)-",C12H16O6,256.0946882,,
255.0887144,4-(4-Methylpiperazin-1-yl)benzoic acid--hydrogen chloride (1/1),C12H17ClN2O2,256.0978555,,
255.0887144,4-[(Piperidin-4-yl)oxy]benzamide--hydrogen chloride (1/1),C12H17ClN2O2,256.0978555,,
255.0887144,"3-(2-Chloroethyl)-7-methoxy-2-methyl-6,7,8,9-tetrahydro-4H-pyrido[1,2-a]pyrimidin-4-one",C12H17ClN2O2,256.0978555,,
255.0887144,NSC353697,C13H12N4O2,256.0960256,,
255.0887144,Phenyl beta-D-glucopyranoside,C12H16O6,256.0946882,,
255.0887144,N-Acetoxy-IQ,C13H12N4O2,256.096,146575,C20290
255.0887144,Phenylgalactoside;Aryl beta-D-glucoside,C12H16O6,256.0947,102336;65080,C02578;C11611
255.1134084,"2,5-Pyrrolidinedione, 1-[2-(3,4-dihydro-1-isoquinolinyl)ethyl]-",C15H16N2O2,256.1211778,,
255.1134084,3-(3-Methoxyphenyl)-1-methyl-1-phenylurea,C15H16N2O2,256.1211778,,
255.1134084,"3-hydroxy-3,3-diphenylpropanehydrazide",C15H16N2O2,256.1211778,,
255.1134084,3-(Aminomethyl)-4-methoxy-N-phenylbenzamide,C15H16N2O2,256.1211778,,
255.1134084,2-[2-(2-Chloroethoxy)ethoxy]-1-methyl-4-(propan-2-yl)benzene,C14H21ClO2,256.1230076,,
255.1134084,"2-Cyano-N-(2-methoxyethyl)-5-phenylpenta-2,4-dienamide",C15H16N2O2,256.1211778,,
255.1134084,"N,N-Diethyl-4H-furo[3,2-b]indole-2-carboxamide",C15H16N2O2,256.1211778,,
255.1134084,"3,5-dimethyl-N-[(1-oxidopyridin-1-ium-3-yl)methyl]benzamide",C15H16N2O2,256.1211778,,
255.1134084,"2-[(2-Hydroxyphenyl)methylidene]-2,5,6,7,8,9-hexahydro-3H-imidazo[1,2-a]azepin-3-one",C15H16N2O2,256.1211778,,
255.1134084,NSC356096,C15H16N2O2,256.1211778,,
255.1134084,"Methyl 1-phenyl-4,5,6,7-tetrahydro-1H-indazole-5-carboxylate",C15H16N2O2,256.1211778,,
255.1134084,"1-(9H-Pyrido[3,4-b]indol-1-yl)-1,4-butanediol",C15H16N2O2,256.1211778,,
255.1134084,BMPN-benzoic acid,C15H16N2O2,256.121178,,
255.1134084,Albonoursin,C15H16N2O2,256.1212,6109346,C20520
255.1134084,Ancymidol,C15H16N2O2,256.1212,25572,C18774
255.2322289,Ethyl tetradecanoate,C16H32O2,256.2402303,,
255.2322289,"Pentanoic acid, 2-propyl-, 2-propylpentyl ester",C16H32O2,256.2402303,,
255.2322289,Methyl pentadecanoate,C16H32O2,256.2402303,,
255.2322289,"2,2,3-Trimethyltridecanoic acid",C16H32O2,256.2402303,,
255.2322289,4-Ethyltetradecanoic acid,C16H32O2,256.2402303,,
255.2322289,Hexadecanoic acid,C16H32O2,256.2402303,,
255.2322289,"formyl 2,6,10-trimethyl-dodecanoate",C16H32O2,256.2402303,11459540,
255.2322289,Octyl octanoate,C16H32O2,256.2402303,61294,
255.2322289,Hexyl decanoate,C16H32O2,256.2402303,82635,
255.2322289,Dodecyl butyrate,C16H32O2,256.2402303,245572,
255.2322289,"Tridecanoic acid, 4,8,12-trimethyl-; 4,8,12-Trimethyltridecanoic acid",C16H32O2,256.2402303,,
255.2322289,13-methyl-pentadecanoic acid,C16H32O2,256.2402303,,
255.2322289,Myristic Acid ethyl ester,C16H32O2,256.2402303,,
255.2322289,2-Hexyldecanoic acid,C16H32O2,256.2402172,,
255.2322289,Dodecyl 2-methylpropanoate,C16H32O2,256.24023,243691,
255.2322289,Butyl dodecanoate,C16H32O2,256.24023,61015,
255.2322289,7-Methyloctyl 5-methylhexanoate,C16H32O2,256.240231,56936009,
255.2322289,"Methyl 2,6,10-trimethyl-dodecanoate",C16H32O2,256.240231,11459540,
255.2322289,ethyl tetradecanoate,C16H32O2,256.240231,31283,
255.2322289,hexyl decanoate,C16H32O2,256.240231,82635,
255.2322289,octyl octanoate,C16H32O2,256.240231,61294,
255.2322289,decyl hexanoate,C16H32O2,256.240231,104170,
255.2322289,dodecyl butyrate,C16H32O2,256.240231,245572,
255.2322289,Tetradecyl acetate,C16H32O2,256.240231,12531,
255.2322289,2-hydroxyhexadecanal,C16H32O2,256.240231,18987871,
255.2322289,"14:0(10Me,13Me)",C16H32O2,256.240231,23426095,
255.2322289,"13,13-dimethyl-tetradecanoic acid",C16H32O2,256.240231,2802985,
255.2322289,"4,8,12-trimethyl-tridecanoic acid",C16H32O2,256.240231,151503,
255.2322289,Anteisohexa-decanoic acid,C16H32O2,256.240231,146501,
255.2322289,2-ethyl-2-butyl-decanoic acid,C16H32O2,256.240231,219317,
255.2322289,4-hexyl-decanoic acid,C16H32O2,256.240231,5282699,
255.2322289,"3,5-dimethyl-tetradecanoic acid",C16H32O2,256.240231,5282698,
255.2322289,"2,4-dimethyl-tetradecanoic acid",C16H32O2,256.240231,5282697,
255.2322289,6-ethyl-tetradecanoic acid,C16H32O2,256.240231,5282696,
255.2322289,2-heptyl-nonanoic acid,C16H32O2,256.240231,222518,
255.2322289,3-ethyl-3-methyl-tridecanoic acid,C16H32O2,256.240231,5282695,
255.2322289,2-hexyl-decanoic acid,C16H32O2,256.240231,32912,
255.2322289,2-propyl-tridecanoic acid,C16H32O2,256.240231,5282694,
255.2322289,3-methyl-pentadecanoic acid,C16H32O2,256.240231,5282693,
255.2322289,"2,8-dimethyl-tetradecanoic acid",C16H32O2,256.240231,5282620,
255.2322289,"2,6-dimethyl-tetradecanoic acid",C16H32O2,256.240231,5282619,
255.2322289,Isopalmitic acid,C16H32O2,256.240231,36247,
255.2322289,Palmitic acid,C16H32O2,256.240231,985,C00249
257.1,"Benzene, ((4-phenoxybutyl)thio)-",C16H18OS,258.1078362,,
257.1,"1-N,4-N-dimethyl-1-N,4-N-dinitrosopiperazine-1,4-dicarboxamide",C8H14N6O4,258.1076529,,
257.1,Fluenetil,C16H15FO2,258.1056,20288,C19031
259.0126794,"Diethyl 2-(1,3-dithiol-2-ylidene)propanedioate",C10H12O4S2,260.0177009,,
259.0126794,"3-Pyridinecarbonitrile, 2-chloro-4-(methylthio)-6-phenyl-",C13H9ClN2S,260.017497,,
259.0126794,"[2,4-Dichloro-5-(cyclopropylmethoxy)phenyl]boronic acid",C10H11BCl2O3,260.01783,,
259.0126794,"1,1'-(1-Bromoethane-1,2-diyl)dibenzene",C14H13Br,260.0200625,,
259.0126794,(Dichloromethyl)[(1-phenylbut-3-en-1-yl)oxy]silane,C11H14Cl2OSi,260.019097,,
259.0126794,(E)-C-HDMAPP,C6H14O7P2,260.0214758,,
259.0126794,D-Galactose 6-sulfate;D-Glucose 6-sulfate,C6H12O9S,260.0202,439386;11097293,C01067;C02827
259.12,"Urea, 1-(2-(1-benzimidazolyl)ethyl)-3-propionyl-",C13H16N4O2,260.1273258,,
259.12,"1,3,5-Triazin-2-amine, N-cyclohexyl-4-methyl-6-(trifluoromethyl)- (9CI)",C11H15F3N4,260.1248811,,
259.12,Diaveridine,C13H16N4O2,260.1273258,,
259.12,MLS003171357,C13H16N4O2,260.1273258,,
259.12,"1,5,9,13-tetraoxacyclohexadecane-2,12-dione",C12H20O6,260.1259884,,
259.12,Glycerol tripropanoate,C12H20O6,260.1259884,8763,
259.12,Cardiogenol C,C13H16N4O2,260.1273258,,
261.0867017,"N-(3,4,5,6-Tetrahydrophthalyl)glutarimide",C13H14N2O4,262.0953569,,
261.0867017,Neothramycin A,C13H14N2O4,262.0953569,,
261.0867017,"3-Carboxymethyl-6-benzyl-2,5-diketopiperazine",C13H14N2O4,262.0953569,,
261.0867017,"2,2-dimethyl-5-[(4-methylphenyl)hydrazinylidene]-1,3-dioxane-4,6-dione",C13H14N2O4,262.0953569,,
261.0867017,Cyclo(aspartyl-phenylalanyl),C13H14N2O4,262.0953569,,
261.0867017,DMABA NHS ester,C13H14N2O4,262.0953569,,
261.0867017,L-cis-Cyclo(aspartylphenylalanyl),C13H14N2O4,262.0953569,119494,
261.0867017,p-Nitroglutethimide,C13H14N2O4,262.095358,,
263.1032315,methyl 1-(4-nitrophenyl)piperidine-4-carboxylate,C13H16N2O4,264.111007,,
263.1032315,"1,1,4,6-Tetramethyl-5,7-dinitro-2,3-dihydro-1H-indene",C13H16N2O4,264.111007,,
263.1032315,N-(5-Acetamido-2-methoxyphenyl)-3-oxobutanamide,C13H16N2O4,264.111007,,
263.1032315,N-Acetyl-N-formyl-5-methoxykynurenamine,C13H16N2O4,264.111007,,
263.1032315,Alpha-N-Phenylacetyl-L-glutamine,C13H16N2O4,264.111007,92258,
263.1032315,AFMK,C13H16N2O4,264.111007,171161,
263.1032315,Formyl-N-acetyl-5-methoxykynurenamine,C13H16N2O4,264.111,171161,C05642
263.1032315,Phenylacetylglutamine,C13H16N2O4,264.111,92258,C04148
265.1472539,"N,N-DIBUTYL-4-CHLORO-BENZENECARBOXIMIDAMIDE",C15H23ClN2,266.1549764,,
265.1472539,"N,N-DIBUTYL-2-CHLORO-BENZENECARBOXIMIDAMIDE",C15H23ClN2,266.1549764,,
265.1472539,Lauryl sulfate,C12H26O4S,266.1551803,,
265.1472539,"Phenazine, 3,7-bis(dimethylamino)-",C16H18N4,266.1531466,,
265.1472539,"(3aS,7aS)-6-(2-Phenylethyl)octahydro-1H-pyrrolo[2,3-c]pyridine--hydrogen chloride (1/1)",C15H23ClN2,266.1549764,,
265.1472539,"3-(2,6-dimethylphenyl)-2,5-dimethylpyrrolo[2,3-d]pyrimidin-4-amine",C16H18N4,266.1531466,,
265.1472539,"3-(4-ethylphenyl)-2,5-dimethylpyrrolo[2,3-d]pyrimidin-4-amine",C16H18N4,266.1531466,,
267.1233622,NSC628253,C14H20O5,268.1310737,,
267.1233622,"6-ethyl-1-methyl-5-(4-methylphenyl)pyrazolo[3,4-d]pyrimidin-4-one",C15H16N4O,268.1324111,,
267.1233622,AC1NPDAB,C15H16N4O,268.1324111,,
267.1233622,DMABA-d6 NHS ester,C13H8D6N2O4,268.1330174,,
267.1233622,Kamahine C,C14H20O5,268.1310738,,
267.1233622,Ripazepam,C15H16N4O,268.1324,33474,C19518
267.1958554,"15-Methyl-1-oxacyclohexadecane-2,13-dione",C16H28O3,268.2038448,,
267.1958554,Methoprene acid,C16H28O3,268.2038338,,
267.1958554,"(1R,2R)-3-oxo-2-pentyl-cyclopentanehexanoic acid;(1S,2S)-3-oxo-2-pentyl-cyclopentanehexanoic acid",C16H28O3,268.203846,16061079;16061080,;
269.1483124,tert-Butyl 3-[(cyclobutyloxy)carbamoyl]azetidine-1-carboxylate,C13H22N2O4,270.1579572,,
269.2473258,Heptyl decanoate,C17H34O2,270.2558803,,
269.2473258,"5-butyl-5-ethyl-2-hexyl-2-methyl-1,3-dioxane",C17H34O2,270.2558803,,
269.2473258,Isopropyl tetradecanoic acid,C17H34O2,270.2558803,,
269.2473258,Amyl laurate,C17H34O2,270.2558803,,
269.2473258,Octyl nonanoate,C17H34O2,270.2558803,,
269.2473258,Heptadecanoic acid,C17H34O2,270.2558803,,
269.2473258,"Pentadecanoic acid, 14-methyl-, methyl ester",C17H34O2,270.2558803,,
269.2473258,"formyl 2,6-dimethyl-tetradecanoate",C17H34O2,270.2558803,56935976,
269.2473258,"formyl 2,6,10-trimethyl-tridecanoate",C17H34O2,270.2558803,560276,
269.2473258,"Hexadecanoic acid, 4-methyl-, (R)-",C17H34O2,270.2558803,,
269.2473258,Palmitic Acid methyl ester,C17H34O2,270.2558803,,
269.2473258,14-methyl palmitic acid,C17H34O2,270.25588,,
269.2473258,"14:0(5Me[R],9Me[R],13Me)",C17H34O2,270.255881,11288708,
269.2473258,Nonyl octanoate,C17H34O2,270.25588,589365,
269.2473258,3-Methylbutyl dodecanoate,C17H34O2,270.25588,61386,
269.2473258,Isopropyl tetradecanoate,C17H34O2,270.255881,8042,
269.2473258,7-Methyloctyl octanoate,C17H34O2,270.255881,49854244,
269.2473258,"2,6-Dimethyl-5-heptenyl octanoate",C17H34O2,270.255881,56936005,
269.2473258,"Methyl 2,6-dimethyl-tetradecanoate",C17H34O2,270.255881,56935976,
269.2473258,"Methyl 2,6,10-trimethyl-tridecanoate",C17H34O2,270.255881,560276,
269.2473258,Methyl hexadecanoate,C17H34O2,270.255881,8181,C16995
269.2473258,tridecyl butyrate,C17H34O2,270.255881,560647,
269.2473258,tetradecyl propionate,C17H34O2,270.255881,22589,
269.2473258,Pentadecyl acetate,C17H34O2,270.255881,522077,
269.2473258,12-Methyltetradecyl acetate,C17H34O2,270.255881,11448616,
269.2473258,"3,5-Dimethylpentadecanoic acid",C17H34O2,270.255881,56935803,
269.2473258,"9,14-dimethylpentadecanoic acid",C17H34O2,270.255881,42607285,
269.2473258,9-methyl-hexadecanoic acid,C17H34O2,270.255881,5312299,
269.2473258,8-methyl-hexadecanoic acid,C17H34O2,270.255881,5312298,
269.2473258,7-methyl-hexadecanoic acid,C17H34O2,270.255881,5312297,
269.2473258,5-methyl-hexadecanoic acid,C17H34O2,270.255881,5312296,
269.2473258,4-methyl-hexadecanoic acid;4R-methyl-hexadecanoic acid,C17H34O2,270.255881,5312295;5312342,;
269.2473258,3-methyl-hexadecanoic acid,C17H34O2,270.255881,3016330,
269.2473258,13-methyl-hexadecanoic acid,C17H34O2,270.255881,5312294,
269.2473258,12-methyl-hexadecanoic acid,C17H34O2,270.255881,152201,
269.2473258,11-methyl-hexadecanoic acid,C17H34O2,270.255881,5312293,
269.2473258,10-methyl-hexadecanoic acid,C17H34O2,270.255881,5312292,
269.2473258,2-methyl-hexadecanoic acid,C17H34O2,270.255881,117384,
269.2473258,"4,8-dimethyl-pentadecanoic acid",C17H34O2,270.255881,5282622,
269.2473258,"2,6-dimethyl-pentadecanoic acid",C17H34O2,270.255881,5282621,
269.2473258,15-methyl palmitic acid,C17H34O2,270.255881,164860,
269.2473258,(+)-14-methyl palmitic acid,C17H34O2,270.255881,22207,
269.2473258,Margaric acid,C17H34O2,270.255881,10465,
270.959904,2-(4-Bromophenyl)-2-oxoethyl hydroxyacetate,C10H9BrO4,271.9684209,,
271.0696297,Nimustine,C9H13ClN6O2,272.0788513,,
271.0696297,"Phenol, 4,4'-(1-methylethylidene)bis-, disodium salt",C15H14Na2O2,272.0789182,,
271.0696297,"2-Chloro-4-fluoro-5-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)phenol",C12H15BClFO3,272.0786806,,
271.0696297,"6-Ethyl-3-[(2,2,2-trifluoroethoxy)amino]-2H-indol-2-one",C12H11F3N2O2,272.0772623,,
271.0696297,"Phosphanthridine, 6-phenyl-",C19H13P,272.075487,,
271.0696297,NIMUSTINE,C9H13ClN6O2,272.0788513,,
271.2274582,"Hexadecanoic acid, 15-hydroxy-, (S)-(+)-; Hexadecanoic acid, 15-hydroxy-, L-",C16H32O3,272.2351449,,
271.2274582,"Hexadecanoic acid, 14-hydroxy-, (S)-; Hexadecanoic acid, 14-hydroxy-, L-",C16H32O3,272.2351449,,
271.2274582,"Hexadecanoic acid, 11-hydroxy-, (S)-; (+)-Jalapinolic acid; (11S)-Jalapinolic acid; Jalapinolic acid",C16H32O3,272.2351449,,
271.2274582,"Hexadecanoic acid, 8-hydroxy-, (S)-; Hexadecanoic acid, 8-hydroxy-, (+)-",C16H32O3,272.2351449,,
271.2274582,"Hexadecanoic acid, 5-hydroxy-, (S)-",C16H32O3,272.2351449,,
271.2274582,"Hexadecanoic acid, 5-hydroxy-, (R)-",C16H32O3,272.2351449,,
271.2274582,16-hydroxy hexadecanoic acid,C16H32O3,272.2351449,10466,
271.2274582,11S-hydroxy-hexadecanoic acid,C16H32O3,272.235131,,
271.2274582,2-hydroxyhexadecanoic acid,C16H32O3,272.2351,,
271.2274582,9-methoxy-pentadecanoic acid,C16H32O3,272.235146,15389269,
271.2274582,7R-hydroxy-hexadecanoic acid,C16H32O3,272.235146,45934091,
271.2274582,8S-hydroxy-hexadecanoic acid,C16H32O3,272.235146,5312819,
271.2274582,5-hydroxy-hexadecanoic acid;5R-hydroxy-hexadecanoic acid;5S-hydroxy-hexadecanoic acid,C16H32O3,272.235146,5312761;5312817;5312818,;;
271.2274582,3-hydroxy-hexadecanoic acid;3S-hydroxypalmitic acid;3R-hydroxypalmitic acid,C16H32O3,272.235146,301590;10989404;15569776,;;
271.2274582,15-hydroxy-hexadecanoic acid;(+)-15S-hydroxy-hexadecanoic acid,C16H32O3,272.235146,5312759;5312822,;
271.2274582,Juniperic acid,C16H32O3,272.235146,10466,C18218
271.2274582,14-hydroxy palmitic acid;14S-hydroxy-hexadecanoic acid,C16H32O3,272.235146,5282905;5312821,;
271.2274582,11-hydroxy palmitic acid;Jalapinolic acid,C16H32O3,272.235146,3013895;5312820,;
271.2274582,4-hydroxy palmitic acid,C16H32O3,272.235146,5282904,
271.2274582,2-hydroxy palmitic acid;2S-hydroxypalmitic acid;2R-hydroxypalmitic acid,C16H32O3,272.235146,92836;12575964;11065598,;;
272.9614426,Ribose-1-arsenate,C5H11AsO8,273.9669887,,
273.1239239,N-Methyl-1-[2-(morpholin-4-yl)-5-(trifluoromethyl)phenyl]methanamine,C13H17F3N2O,274.1292978,,
273.1239239,Carboxyprimaquine,C15H18N2O3,274.131743,,
277.1554369,ETHYL 2-(3-PROPYLAMINOPROPANOYLAMINO)BENZOATE,C15H22N2O3,278.1630426,,
277.1554369,tert-Butyl 4-(3-hydroxyphenyl)piperazine-1-carboxylate,C15H22N2O3,278.1630426,,
277.1554369,"N,N-DIBUTYL-4-NITRO-BENZAMIDE",C15H22N2O3,278.1630426,,
277.1554369,"Benzamide, 4-methoxy-N-(3-(4-morpholinyl)propyl)-",C15H22N2O3,278.1630426,,
277.1554369,Phenylalanyl-Isoleucine,C15H22N2O3,278.1630426,,
277.1554369,Leucyl-Phenylalanine,C15H22N2O3,278.1630426,,
277.1554369,Isoleucyl-Phenylalanine,C15H22N2O3,278.1630426,,
277.2169951,Gamolenic acid,C18H30O2,278.2245802,,
277.2169951,"5H-3,5a-Epoxynaphth[2,1-c]oxepin, dodecahydro-3,8,8,11a-tetramethyl-",C18H30O2,278.2245802,,
277.2169951,Sodium palmitate,C16H31NaO2,278.2221745,,
277.2169951,"4-tert-Butoxy-2,6-di-tert-butylphenol",C18H30O2,278.2245802,,
277.2169951,Linolenic acid,C18H30O2,278.2245802,,
277.2169951,"5-Dodecylbenzene-1,3-diol",C18H30O2,278.2245802,,
277.2169951,(E)-octadec-9-en-12-ynoic acid,C18H30O2,278.2245802,,
277.2169951,Acetylenic acids; 17-Octadecen-9-ynoic acid,C18H30O2,278.2245802,,
277.2169951,"Acetylenic acids; 11-Octadecen-9-ynoic acid, (Z)-; cis-11-Octadecen-9-ynoic acid",C18H30O2,278.2245802,,
277.2169951,"Acetylenic acids; 11-Octadecen-9-ynoic acid, (E)-; Ximenynic acid; Santalbic acid; trans-11-Octadecen-9-ynoic acid; Ximeninic acid",C18H30O2,278.2245802,,
277.2169951,"C18:3n-5,7,9",C18H30O2,278.2245802,,
277.2169951,"C18:3n-7,10,13",C18H30O2,278.2245802,,
277.2169951,"C18:3n-6,9,16",C18H30O2,278.2245802,,
277.2169951,"C18:3n-3,6,8",C18H30O2,278.2245802,,
277.2169951,"C18:3n-4,6,9",C18H30O2,278.2245802,,
277.2169951,"cis-8, trans-10, cis-12-octadecatrienoic acid; C18:3n-6,8,10",C18H30O2,278.2245802,,
277.2169951,"C18:3n-4,8,12",C18H30O2,278.2245802,,
277.2169951,"trans-3, cis-9, cis-12-octadecatrienoic acid; C18:3n-6,9,15",C18H30O2,278.2245802,,
277.2169951,"8-HYDROXY-15,16-BISNOR-11-LABDEN-13-ONE",C18H30O2,278.2245802,,
277.2169951,"estrane-3í_Œ±,17í_Œ±-diol",C18H30O2,278.2245802,,
277.2169951,9Z-Octadecen-12-ynoic acid,C18H30O2,278.2245802,,
277.2169951,11E-octadecen-9-ynoic acid,C18H30O2,278.224571,,
277.2169951,Pinolenic Acid,C18H30O2,278.224571,,
277.2169951,"octadeca-5S,6,16E-trienoic acid",C18H30O2,278.224571,,
277.2169951,í_Œ_-eleostearic acid,C18H30O2,278.224571,,
277.2169951,í_Œ±-ESA,C18H30O2,278.2245802,,
277.2169951,í_Œ_-calendic acid,C18H30O2,278.224571,,
277.2169951,í_Œ±-calendic acid,C18H30O2,278.224571,,
277.2169951,"8Z,10E,12Z-octadecatrienoic acid",C18H30O2,278.224571,,
277.2169951,"3E,9Z,12Z-octadecatrienoic acid",C18H30O2,278.224571,,
277.2169951,í_Œ_-Linolenic Acid,C18H30O2,278.2245802,,
277.2169951,í_Œ±-Linolenic Acid,C18H30O2,278.2245802,,
277.2169951,"estrane-3alpha,17alpha-diol;5beta-Estrane-3alpha,17beta-diol",C18H30O2,278.224581,9547219;255697,;C15201
277.2169951,"(E,E)-3,7,11-Trimethyl-2,6,10-dodecatrienyl propionate",C18H30O2,278.224581,6431104,
277.2169951,"11Z,13E,15-Hexadecatrienyl acetate",C18H30O2,278.224581,44256554,
277.2169951,13Z-Hexadecen-11-ynyl acetate,C18H30O2,278.224581,13072122,
277.2169951,"4E,6E,11Z-Hexadecatrienyl acetate",C18H30O2,278.224581,15024650,
277.2169951,"4E,6E,10Z-Hexadecatrienyl acetate;4E,6Z,10Z-Hexadecatrienyl acetate",C18H30O2,278.224581,13560376;13560375,;
277.2169951,"10E,12E,14E-Hexadecatrienyl acetate;10E,12E,14Z-Hexadecatrienyl acetate",C18H30O2,278.224581,14216071;14216073,;
277.2169951,Gorlic acid,C18H30O2,278.224581,51351687,
277.2169951,"octadeca-9Z,11E,15Z-trienoic acid",C18H30O2,278.224581,9925637,
277.2169951,"octadeca-11E,13E,15Z-trienoic acid",C18H30O2,278.224581,5494436,
277.2169951,(R)-lamenallenic acid;(S)-lamenallenic acid,C18H30O2,278.224581,;,;
277.2169951,"octadeca-9Z,11E,14Z-trienoic acid",C18H30O2,278.224581,16070007,
277.2169951,9E-Octadecen-12-ynoic acid;Crepenynic acid,C18H30O2,278.224581,6122992;5281024,;C07289
277.2169951,17-octadecen-9-ynoic acid,C18H30O2,278.224581,5312690,
277.2169951,Ximenynic acid;11Z-octadecen-9-ynoic acid,C18H30O2,278.224581,5312688;5312689,;
277.2169951,"7E,9Z,12Z-octadecatrienoic acid;7Z,9Z,12Z-octadecatrienoic acid",C18H30O2,278.224581,5312496;5312497,;
277.2169951,"5,9,12-octadecatrienoic acid;5Z,9Z,12E-octadecatrienoic acid;Pinolenic acid;Columbinic acid",C18H30O2,278.224581,5312493;5312494;5312495;10423704,;;;
277.2169951,"5,8,11-octadecatrienoic acid",C18H30O2,278.224581,5312492,
277.2169951,"2E,9Z,12Z-octadecatrienoic acid",C18H30O2,278.224581,5312490,
277.2169951,"10,12,15-octadecatrienoic acid",C18H30O2,278.224581,5282824,
277.2169951,"10,12,14-octadecatrienoic acid;Pseudoeleostearic acid",C18H30O2,278.224581,53477452;5282823,;
277.2169951,"alpha-linolenic acid;Elaidolinoleic acid;9E,12E,15Z-octadecatrienoic acid;9E,12Z,15E-octadecatrienoic acid;9E,12Z,15Z-octadecatrienoic acid;9Z,12E,15E-octadecatrienoic acid;9Z,12E,15Z-octadecatrienoic acid;9Z,12Z,15E-octadecatrienoic acid",C18H30O2,278.224581,5280934;5282822;5312499;5312500;5312501;5312502;5312503;5312504,C06427;;;;;;;
277.2169951,"9,12,14-octadecatrienoic acid",C18H30O2,278.224581,5282821,
277.2169951,"Punicic acid;alpha-eleostearic acid;beta-eleostearic acid;9E,11Z,13Z-octadecatrienoic acid;Catalpic acid",C18H30O2,278.224581,5281126;5281115;5282820;5312498;5385589,C08364;C08315;;;
277.2169951,Jascaric acid;alpha-calendic acid;beta-calendic acid,C18H30O2,278.224581,5282817;5282818;5282819,;;
277.2169951,"6,10,14-octadecatrienoic acid",C18H30O2,278.224581,5282816,
277.2169951,gamma-Linolenic acid,C18H30O2,278.224581,5280933,C06426
277.2169951,Caleic acid,C18H30O2,278.224581,5282815,
277.2169951,"16-methyl-6Z,9Z,12Z-heptadecatrienoic acid",C18H30O2,278.224581,5312305,
279.04,NSC173953,Co2H20N9O,280.0454713,,
